Unnamed: 0,ID_SUBEST,SUBTIPO,NOMBRE,PROPIEDAD,TENSION_KV,TIPO,F_OPERACIO,RCA,SIST_ELECT,ESTADO,COORD_ESTE,COORD_NORT,HUSO,DATUM,REGION,PROVINCIA,COMUNA,FUENTE_BAS,FECH_CREA,FECH_ACT,geometry,Latitud,Longitud
548,1801,100,S/E 403,MINERA ESCONDIDA LTDA.,"69/4,16",DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,496465.99985322,7312777.00016291,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.03482614999996 -24.29802374999997),-24.29802374999997,-69.03482614999996
549,1852,100,S/E COLLAHUASI SALA ELECTRICA 3502,COMPANIA DONA INES DE COLLAHUASI SCM,23/11,DEDICADO,2016-03-30,S/I,SEN,OPERATIVA,537866.44282999,7680272.0618847,19 S,WGS84,1.0,14.0,1405.0,CEN,2014-12-04,2023-03-30,POINT (-68.635706 -20.977747),-20.977747,-68.635706
550,2029,100,S/E PASO HONDO,LUZPARRAL TRANSMISION S.A.,"66/23/12,2",ZONAL,2017-02-11,S/I,SEN,OPERATIVA,236047.87485669,6009628.61336351,19 S,WGS84,7.0,74.0,7405.0,CEN,2014-12-04,2023-03-30,POINT (-71.92907 -36.022117),-36.022117,-71.92907
551,255,100,S/E CENTRAL OJOS DE AGUA,ENEL GENERACION CHILE S.A.,154,S/I,,S/I,SEN,OPERATIVA,336644.51411234,6038280.47010505,19 S,WGS84,7.0,71.0,7109.0,CEN,2014-12-04,2023-03-30,POINT (-70.807524 -35.785994),-35.785994,-70.807524
552,726,100,S/E VITACURA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"110/12,5/12",ZONAL,1994-01-01,S/I,SEN,OPERATIVA,350814.00002982,6302087.99964197,19 S,WGS84,13.0,131.0,13114.0,CEN,2014-12-04,2023-03-30,POINT (-70.60439196999994 -33.41018591999995),-33.41018591999995,-70.60439196999994
553,1741,100,S/E CHICUREO,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220/23,ZONAL,1958-01-01,S/I,SEN,OPERATIVA,346055.84757344,6315373.76096279,19 S,WGS84,13.0,133.0,13301.0,CEN,2014-12-04,2023-03-30,POINT (-70.653278 -33.289728),-33.289728,-70.653278
554,2190,100,S/E CENTRAL NALCAS,HIDROENERSUR S.A.,23,DEDICADO,2021-08-31,S/I,SEN,OPERATIVA,724048.9965189,5469484.98222324,18 S,WGS84,10.0,103.0,10302.0,CEN,2014-12-04,2023-03-30,POINT (-72.34032190199997 -40.89507283299997),-40.89507283299997,-72.34032190199997
555,851,100,S/E PANIMAVIDA,CHILQUINTA TRANSMISION S.A.,"66/13,2",ZONAL,1996-01-01,S/I,SEN,OPERATIVA,281159.08972259,6041142.82178592,19 S,WGS84,7.0,74.0,7402.0,CEN,2014-12-04,2023-03-30,POINT (-71.420258 -35.749418),-35.749418,-71.420258
556,917,100,S/E CRISTALERIAS,CRISTALERIAS DE CHILE S.A.,110/12,DEDICADO,2006-01-01,S/I,SEN,OPERATIVA,317746.28571323,6363870.34771032,19 S,WGS84,5.0,57.0,5703.0,CEN,2014-12-04,2023-03-30,POINT (-70.947508 -32.848115),-32.848115,-70.947508
557,2268,100,S/E TCHAMMA,AR TCHAMMA SPA,33,DEDICADO,2022-02-21,S/I,SEN,OPERATIVA,490608.45005828,7513015.09913789,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-69.09130147799993 -22.48925308099996),-22.48925308099996,-69.09130147799993
558,2308,102,CENTRAL SANTA BARBARA,EDELAYSEN,23,NO APLICA,2010-01-01,S/I,EDELAYSEN,OPERATIVA,680098.32462401,5253757.50447305,18 S,WGS84,10.0,104.0,10401.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.795914 -42.847554000999935),-42.847554000999935,-72.795914
559,848,100,S/E SAN JERONIMO,LITORAL TRANSMISION S.A.,66/12,ZONAL,1978-10-13,S/I,SEN,OPERATIVA,258695.27823154,6304893.96470854,19 S,WGS84,5.0,56.0,5602.0,CEN,2014-12-04,2023-03-30,POINT (-71.593598 -33.368146),-33.368146,-71.593598
560,355,100,S/E EL ESPINO,CGE TRANSMISION S.A.,"13,2",ZONAL,,S/I,SEN,OPERATIVA,300681.00020567,6531669.99958804,19 S,WGS84,4.0,42.0,4202.0,CEN,2014-12-04,2023-03-30,POINT (-71.09493733999994 -31.33234122999994),-31.33234122999994,-71.09493733999994
561,1885,100,S/E KM6,CODELCO CHILE - DIVISION CHUQUICAMATA,100,DEDICADO,1983-10-01,S/I,SEN,OPERATIVA,511969.99970986,7531365.00034245,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.88376967999994 -22.32346211999993),-22.32346211999993,-68.88376967999994
562,2269,100,S/E CENTRAL AZABACHE,ENEL GENERACION CHILE S.A.,33,DEDICADO,2022-08-09,S/I,SEN,OPERATIVA,518219.99982795,7514010.98910781,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.82288299699997 -22.480184760999975),-22.480184760999972,-68.82288299699997
563,875,100,S/E CHUMPULLO,CARTULINAS CMPC SPA,66,DEDICADO,2003-08-01,S/I,SEN,OPERATIVA,655311.20000258,5593864.97007515,18 S,WGS84,14.0,141.0,14101.0,CEN,2014-12-04,2023-03-30,POINT (-73.18608259999996 -39.79100589999996),-39.79100589999996,-73.18608259999996
564,378,100,S/E ANDALIEN,CGE TRANSMISION S.A.,66/15,ZONAL,1981-01-01,S/I,SEN,OPERATIVA,675470.64140406,5925008.47663403,18 S,WGS84,8.0,81.0,8101.0,CEN,2014-12-04,2023-03-30,POINT (-73.03302382999993 -36.80451266999995),-36.80451266999995,-73.03302382999993
565,2231,100,S/E LARQUI,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2020-07-31,S/I,SEN,OPERATIVA,742954.84598994,5929853.61115598,18 S,WGS84,16.0,161.0,16102.0,CEN,2014-12-04,2023-03-30,POINT (-72.27875602099994 -36.74597510199993),-36.74597510199993,-72.27875602099994
566,1785,100,S/E CENTRAL UCUQUER DOS,ENERGIAS UCUQUER DOS S.A.,44/33/23,DEDICADO,,S/I,SEN,OPERATIVA,258144.21336313,6229496.22922168,19 S,WGS84,6.0,62.0,6203.0,CEN,2014-12-04,2023-03-30,POINT (-71.620077 -34.047353),-34.047353,-71.620077
567,681,100,S/E CALEU,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,44/12,ZONAL,1979-01-01,S/I,SEN,OPERATIVA,316725.03897601,6347434.39967392,19 S,WGS84,13.0,133.0,13303.0,CEN,2014-12-04,2023-03-30,POINT (-70.961683 -32.996118),-32.996118,-70.961683
568,1908,100,S/E NORGENER,MINERA ESCONDIDA LTDA.,69,DEDICADO,2010-01-01,S/I,SEN,OPERATIVA,375103.00018884,7555951.99988379,19 S,WGS84,2.0,23.0,2301.0,CEN,2014-12-04,2023-03-30,POINT (-70.21075702999997 -22.096891339999956),-22.09689133999996,-70.21075702999997
569,1761,100,S/E COPIHUES,SISTEMA DE TRANSMISION DEL SUR S.A.,110,DEDICADO,2015-12-20,S/I,SEN,OPERATIVA,720271.12337606,5478872.04219928,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.38844549999999 -40.81162312999993),-40.81162312999993,-72.38844549999999
570,649,100,S/E PANIAHUE,CGE TRANSMISION S.A.,"66/13,2",ZONAL,1955-01-01,S/I,SEN,OPERATIVA,285056.42388851,6165301.63536929,19 S,WGS84,6.0,63.0,6310.0,CEN,2014-12-04,2023-03-30,POINT (-71.34481 -34.631671),-34.631671,-71.34481
571,402,100,S/E RENGO,CGE TRANSMISION S.A.,66/15,ZONAL,1948-01-01,S/I,SEN,OPERATIVA,328729.62418215,6190289.44812349,19 S,WGS84,6.0,61.0,6115.0,CEN,2014-12-04,2023-03-30,POINT (-70.863608 -34.414676),-34.414676,-70.863608
572,2195,100,S/E C.R. LLANOS BLANCOS,PRIME ENERGIA QUICKSTART SPA,23,DEDICADO,2022-01-08,S/I,SEN,OPERATIVA,286451.0030293,6662247.98435656,19 S,WGS84,4.0,41.0,4102.0,CEN,2014-12-04,2023-03-30,POINT (-71.21726386499995 -30.152428309999948),-30.152428309999948,-71.21726386499995
573,910,100,S/E LLANTA,CODELCO CHILE - DIVISION EL SALVADOR,119,DEDICADO,1926-11-25,S/I,SEN,OPERATIVA,420244.00081177,7087633.99948452,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-69.79916442099994 -26.32899957099994),-26.32899957099994,-69.79916442099994
574,1933,100,S/E SOLAR JAMA,PLANTA SOLAR SAN PEDRO III SPA,220/23,DEDICADO,2916-09-24,S/I,SEN,OPERATIVA,530964.65695829,7504205.22221017,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.698801 -22.568585),-22.568585,-68.698801
575,1728,100,S/E ALTO BONITO,SISTEMA DE TRANSMISION DEL SUR S.A.,110/23,ZONAL,2014-01-01,S/I,SEN,OPERATIVA,661798.91328853,5402723.36711513,18 S,WGS84,10.0,101.0,10101.0,CEN,2014-12-04,2023-03-30,POINT (-73.061148 -41.510788),-41.510788,-73.061148
576,2155,100,S/E CENTRAL CORRENTOSO,HIDROPALMAR S.A.,"13,2",DEDICADO,2020-06-16,S/I,SEN,OPERATIVA,726370.95939712,5481158.39770385,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.317029 -40.78939),-40.78939,-72.317029
577,936,100,S/E COCHARCAS (FFCC),EMPRESA DE LOS FERROCARRILES DEL ESTADO,66,ZONAL,,S/I,SEN,OPERATIVA,764320.62318003,5954245.64341694,18 S,WGS84,16.0,163.0,16301.0,CEN,2014-12-04,2023-03-30,POINT (-72.048119 -36.520664),-36.520664,-72.048119
578,425,100,S/E LORETO,CGE TRANSMISION S.A.,66/15,ZONAL,1993-01-01,S/I,SEN,OPERATIVA,313143.7703657,6206748.95394138,19 S,WGS84,6.0,61.0,6104.0,CEN,2014-12-04,2023-03-30,POINT (-71.029531 -34.26363),-34.26363,-71.029531
579,624,100,S/E TIERRA AMARILLA,CGE TRANSMISION S.A.,110-23,DEDICADO,1989-01-01,S/I,SEN,OPERATIVA,372257.69944359,6959720.48526805,19 S,WGS84,3.0,31.0,3103.0,CEN,2014-12-04,2023-03-30,POINT (-70.293001 -27.480116),-27.480116,-70.293001
580,1965,100,TAP OFF LA CRUZ,AES ANDES S.A.,220/66/23,DEDICADO,1997-01-01,S/I,SEN,OPERATIVA,432063.60052229,7536161.9292019,19 S,WGS84,2.0,23.0,2302.0,CEN,2014-12-04,2023-03-30,POINT (-69.65945199499998 -22.278828118999968),-22.278828118999968,-69.65945199499998
581,2121,100,S/E CHIRRE,SISTEMA DE TRANSMISION DEL SUR S.A.,110/24,DEDICADO,2019-02-28,S/I,SEN,OPERATIVA,700895.99708629,5499390.98362922,18 S,WGS84,14.0,142.0,14204.0,CEN,2014-12-04,2023-03-30,POINT (-72.62453976599994 -40.63190418199997),-40.63190418199997,-72.62453976599994
582,1679,100,S/E CANAL MELADO,TRANSELEC S.A.,220,DEDICADO,2013-12-01,S/I,SEN,OPERATIVA,312672.65907324,6045288.74706135,19 S,WGS84,7.0,74.0,7402.0,CEN,2014-12-04,2023-03-30,POINT (-71.070989 -35.718568),-35.718568,-71.070989
583,586,100,S/E QUILLOTA,TRANSELEC S.A.,220/110,NACIONAL,1982-01-01,S/I,SEN,OPERATIVA,289660.29637986,6351666.91947746,19 S,WGS84,5.0,55.0,5501.0,CEN,2014-12-04,2023-03-30,POINT (-71.250221 -32.953082),-32.953082,-71.250221
584,964,100,S/E MINERA FRANKE,SOCIEDAD CONTRACTUAL MINERA FRANKE,110/23,DEDICADO,2009-01-07,S/I,SEN,OPERATIVA,411584.05740628,7142033.17495441,19 S,WGS84,2.0,21.0,2104.0,CEN,2014-12-04,2023-03-30,POINT (-69.88224 -25.837337),-25.837337,-69.88224
585,561,100,S/E ANCOA,TRANSELEC S.A.,"500/220/13,8",NACIONAL,1985-01-01,S/I,SEN,OPERATIVA,284869.99958858,6048732.99948478,19 S,WGS84,7.0,74.0,7402.0,CEN,2014-12-04,2023-03-30,POINT (-71.37721659999994 -35.68185976999996),-35.68185976999996,-71.37721659999994
586,2089,100,S/E PUENTE NEGRO,ALFA TRANSMISORA DE ENERGIA S.A.,220,NACIONAL,2018-06-15,27/2017,SEN,OPERATIVA,326224.72100486,6159787.11962194,19 S,WGS84,6.0,63.0,6303.0,CEN,2014-12-04,2023-03-30,POINT (-70.89708287999997 -34.68918028999997),-34.68918028999997,-70.89708287999997
587,507,100,S/E LOS NEGROS,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2001-01-01,S/I,SEN,OPERATIVA,678213.49771861,5503750.19475509,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.893795 -40.597864),-40.597864,-72.893795
588,1753,100,S/E CENTRAL EL PASO,HIDROELECTRICA EL PASO SPA,"220/10,5",DEDICADO,2016-03-02,S/I,SEN,OPERATIVA,370344.60940882,6129964.89551898,19 S,WGS84,6.0,63.0,6301.0,CEN,2014-12-04,2023-03-30,POINT (-70.420193 -34.964571),-34.964571,-70.420193
589,2055,100,S/E CENTRAL PARQUE EOLICO CABO LEONES I,PARQUE EOLICO CABO LEONES I S.A.,220/33,DEDICADO,2018-06-12,S/I,SEN,OPERATIVA,261805.26094686,6795498.83471758,19 S,WGS84,3.0,33.0,3303.0,CEN,2014-12-04,2023-03-30,POINT (-71.443875 -28.946349),-28.946349,-71.443875
590,271,100,S/E CENTRAL EMELDA,EMPRESA ELECTRICA DIEGO DE ALMAGRO SPA,110,DEDICADO,2010-01-01,S/I,SEN,OPERATIVA,398070.8935443,7081751.05779354,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-70.021783 -26.3807),-26.3807,-70.021783
591,1939,100,S/E TAMARUGAL,ENGIE ENERGIA CHILE S.A.,66/23,ZONAL,1968-06-01,S/I,SEN,OPERATIVA,427575.69075648,7740734.85378596,19 S,WGS84,1.0,14.0,1401.0,CEN,2014-12-04,2023-03-30,POINT (-69.694252 -20.430413),-20.430413,-69.694252
592,2017,100,S/E RECTIFICADORA ESCUADRON,EMPRESA DE LOS FERROCARRILES DEL ESTADO,69/66,ZONAL,,S/I,SEN,OPERATIVA,664003.3877209,5908271.52524448,18 S,WGS84,8.0,81.0,8102.0,CEN,2014-12-04,2023-03-30,POINT (-73.15788639599998 -36.95736802399995),-36.95736802399995,-73.15788639599998
593,301,100,S/E TOTORALILLO,ALFA TRANSMISORA DE ENERGIA S.A.,110/66,DEDICADO,2002-01-01,S/I,SEN,OPERATIVA,359101.77179366,6363897.78780336,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.505743 -32.853965),-32.853965,-70.505743
594,475,100,S/E QUEREO,CGE TRANSMISION S.A.,23,ZONAL,,S/I,SEN,OPERATIVA,265859.28924753,6463593.19846084,19 S,WGS84,4.0,42.0,4203.0,CEN,2014-12-04,2023-03-30,POINT (-71.476883 -31.939488),-31.939488,-71.476883
595,1718,100,S/E CENTRAL PUNTA PALMERAS,PUNTA PALMERAS S.A.,12,DEDICADO,2014-11-01,S/I,SEN,OPERATIVA,250849.99959281,6540986.99994776,19 S,WGS84,4.0,42.0,4202.0,CEN,2014-12-04,2023-03-30,POINT (-71.61594609999997 -31.238751169999944),-31.238751169999944,-71.61594609999997
596,1861,100,S/E DOMEYKO,MINERA ESCONDIDA LTDA.,220,DEDICADO,1998-01-01,S/I,SEN,OPERATIVA,489613.52541981,7318787.13551493,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.102311 -24.24371),-24.24371,-69.102311
597,2314,102,CENTRAL MANIHUALES,EDELAYSEN,23,NO APLICA,2011-01-01,S/I,EDELAYSEN,OPERATIVA,724612.41935844,4996047.15911181,18 S,WGS84,11.0,112.0,11201.0,EDELAYSEN,2014-12-04,2023-03-30,POINT (-72.142507 -45.15329800099994),-45.15329800099994,-72.142507
598,236,100,S/E CENTRAL CAPULLO,EMPRESA ELECTRICA CAPULLO S.A.,66/13,DEDICADO,1995-01-01,S/I,SEN,OPERATIVA,719261.1967189,5478085.46946176,18 S,WGS84,10.0,103.0,10304.0,CEN,2014-12-04,2023-03-30,POINT (-72.400131 -40.818972),-40.818972,-72.400131
599,361,100,S/E LA PALMA,CGE TRANSMISION S.A.,66/15,ZONAL,1998-01-01,S/I,SEN,OPERATIVA,254556.10665443,6059114.68606414,19 S,WGS84,7.0,74.0,7406.0,CEN,2014-12-04,2023-03-30,POINT (-71.708716 -35.581281),-35.581281,-71.708716
600,698,100,S/E LO ESPEJO,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,220/110,ZONAL,1960-01-01,S/I,SEN,OPERATIVA,341084.71920868,6288580.28376008,19 S,WGS84,13.0,134.0,13401.0,CEN,2014-12-04,2023-03-30,POINT (-70.711377 -33.53057),-33.53057,-70.711377
601,2224,100,S/E LLANQUIHUE,SISTEMA DE TRANSMISION DEL SUR S.A.,66,NACIONAL,2022-09-26,16/2018,SEN,OPERATIVA,666927.99781553,5427873.98478369,18 S,WGS84,10.0,101.0,10107.0,CEN,2014-12-04,2023-03-30,POINT (-73.00665330999993 -41.283326391999935),-41.283326391999935,-73.00665330999993
602,372,100,S/E LATORRE,CGE TRANSMISION S.A.,66/15,ZONAL,1996-01-01,S/I,SEN,OPERATIVA,667915.01253147,5934671.28683256,18 S,WGS84,8.0,81.0,8110.0,CEN,2014-12-04,2023-03-30,POINT (-73.119805 -36.718822),-36.718822,-73.119805
603,868,100,S/E MOLIENDA 3,ANGLO AMERICAN LOS BRONCES,66,DEDICADO,2009-01-01,S/I,SEN,OPERATIVA,379840.68649694,6331890.34150783,19 S,WGS84,13.0,131.0,13115.0,CEN,2014-12-04,2023-03-30,POINT (-70.288353 -33.145082),-33.145082,-70.288353
604,1779,100,S/E CENTRAL QUILAPILUN,CHUNGUNGO S.A.,220/22,NACIONAL,2017-03-09,S/I,SEN,OPERATIVA,346021.6189144,6336099.27251123,19 S,WGS84,13.0,133.0,13301.0,CEN,2014-12-04,2023-03-30,POINT (-70.650136 -33.102855),-33.102855,-70.650136
605,882,100,S/E PELLETS,COMPANIA MINERA DEL PACIFICO S.A.,"110/4,16",DEDICADO,1977-01-01,S/I,SEN,OPERATIVA,280153.00928238,6847668.99613979,19 S,WGS84,3.0,33.0,3304.0,CEN,2014-12-04,2023-03-30,POINT (-71.245674 -28.479094),-28.479094,-71.245674
606,1914,100,S/E PEQ,POZO ALMONTE SOLAR 3 S.A.,"13,8",DEDICADO,2014-06-07,S/I,SEN,OPERATIVA,448878.51996796,7604872.1271046,19 S,WGS84,2.0,23.0,2302.0,CEN,2014-12-04,2023-03-30,POINT (-69.494085 -21.658663),-21.658663,-69.494085
607,280,100,S/E ACONCAGUA,ALFA TRANSMISORA DE ENERGIA S.A.,110/66/12,DEDICADO,1993-01-01,S/I,SEN,OPERATIVA,375695.19350355,6357119.00934942,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.32937 -32.917105),-32.917105,-70.32937
608,2337,100,S/E INCA DE ORO,COLBUN S.A.,33,DEDICADO,2022-08-09,S/I,SEN,OPERATIVA,404375.40101266,7059057.97782937,19 S,WGS84,3.0,32.0,3202.0,CEN,2014-12-04,2023-03-30,POINT (-69.96029134299994 -26.586009823999973),-26.586009823999973,-69.96029134299994
609,2297,100,S/E LLAIMA,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,S/I,2021-08-11,S/I,SEN,OPERATIVA,721590.99656991,5722225.98256692,18 S,WGS84,9.0,91.0,9108.0,CEN,2014-12-04,2023-03-30,POINT (-72.45468560199998 -38.620827358999975),-38.620827358999975,-72.45468560199998
610,826,100,S/E COCHARCAS,COOPERATIVA DE CONSUMO DE ENERGIA ELECTRICA CHILLAN LTDA.,"13,8",ZONAL,1993-11-03,S/I,SEN,OPERATIVA,764362.37488561,5954303.2302822,18 S,WGS84,16.0,163.0,16301.0,CEN,2014-12-04,2023-03-30,POINT (-72.047673 -36.520134),-36.520134,-72.047673
611,1867,100,S/E EL TESORO,MINERA CENTINELA,220/23,DEDICADO,2000-12-01,S/I,SEN,OPERATIVA,489910.4720884,7464602.95750983,19 S,WGS84,2.0,21.0,2103.0,CEN,2014-12-04,2023-03-30,POINT (-69.098399 -22.926593),-22.926593,-69.098399
612,1828,100,S/E CENTRAL DIESEL ENAEX,ENAEX S.A.,"110/4,16",DEDICADO,1996-01-01,S/I,SEN,OPERATIVA,353537.80130992,7445135.34706228,19 S,WGS84,2.0,21.0,2102.0,CEN,2014-12-04,2023-03-30,POINT (-70.430067 -23.096005),-23.096005,-70.430067
613,227,100,S/E LAS TORTOLAS,ALFA TRANSMISORA DE ENERGIA S.A.,220/23,DEDICADO,2011-01-01,S/I,SEN,OPERATIVA,341222.10423908,6331618.29141133,19 S,WGS84,13.0,133.0,13301.0,CEN,2014-12-04,2023-03-30,POINT (-70.702331 -33.142565),-33.142565,-70.702331
614,1692,100,S/E BOSQUEMAR,CHILQUINTA TRANSMISION S.A.,110/12,ZONAL,2010-01-01,S/I,SEN,OPERATIVA,264737.5174527,6353165.38317502,19 S,WGS84,5.0,51.0,5103.0,CEN,2014-12-04,2023-03-30,POINT (-71.516252 -32.934493),-32.934493,-71.516252
615,1994,100,S/E CENTRAL EL ROMERO,ACCIONA ENERGIA CHILE HOLDINGS S.A.,33,NACIONAL,2016-11-10,S/I,SEN,OPERATIVA,313258.97200413,6778165.17971387,19 S,WGS84,3.0,33.0,3301.0,CEN,2014-12-04,2023-03-30,POINT (-70.919129 -29.111265),-29.111265,-70.919129
616,2004,100,S/E EL PELICANO,EL PELICANO SOLAR COMPANY SPA,23,DEDICADO,2018-08-13,S/I,SEN,OPERATIVA,317157.38984851,6774966.53925201,19 S,WGS84,4.0,41.0,4104.0,CEN,2014-12-04,2023-03-30,POINT (-70.879608 -29.140687),-29.140687,-70.879608
617,580,100,S/E MAITENCILLO,TRANSELEC S.A.,"220/110/13,8/13,2",NACIONAL,,S/I,SEN,OPERATIVA,311730.89696291,6841944.25978955,19 S,WGS84,3.0,33.0,3303.0,CEN,2014-12-04,2023-03-30,POINT (-70.924214 -28.535684),-28.535684,-70.924214
618,1701,100,S/E BOMBEO 2,MANTOVERDE S.A.,"110/4,16",DEDICADO,2014-02-01,S/I,SEN,OPERATIVA,350581.98711309,7062368.5964325,19 S,WGS84,3.0,32.0,3201.0,CEN,2014-12-04,2023-03-30,POINT (-70.49999 -26.551461),-26.551461,-70.49999
619,489,100,S/E MACHALI,CGE TRANSMISION S.A.,66-15,ZONAL,2010-01-01,54/2007,SEN,OPERATIVA,345560.96832929,6215061.40081855,19 S,WGS84,6.0,61.0,6108.0,CEN,2014-12-04,2023-03-30,POINT (-70.676094 -34.19402),-34.19402,-70.676094
620,1819,100,S/E ARICA,ENGIE ENERGIA CHILE S.A.,"110/66/13,2",ZONAL,1987-06-01,S/I,SEN,OPERATIVA,363898.69334943,7955574.90574814,19 S,WGS84,15.0,151.0,15101.0,CEN,2014-12-04,2023-03-30,POINT (-70.28913 -18.485851),-18.485851,-70.28913
621,643,100,S/E LEYDA,CGE TRANSMISION S.A.,"110/13,2",ZONAL,2010-01-01,266/2009,SEN,OPERATIVA,271303.53475469,6277520.44756427,19 S,WGS84,5.0,56.0,5601.0,CEN,2014-12-04,2023-03-30,POINT (-71.465178 -33.617574),-33.617574,-71.465178
622,1129,100,S/E SER VILLA ALEMANA,METRO REGIONAL DE VALPARAISO S.A.,44/12,DEDICADO,2005-06-01,S/I,SEN,OPERATIVA,278576.69951523,6341532.88380847,19 S,WGS84,5.0,58.0,5804.0,CEN,2014-12-04,2023-03-30,POINT (-71.371151 -33.042225),-33.042225,-71.371151
623,1925,100,S/E RADOMIRO TOMIC,CODELCO CHILE - DIVISION RADOMIRO TOMIC,220/23,DEDICADO,1997-05-15,S/I,SEN,OPERATIVA,513363.16784253,7545440.5193877,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.870359 -22.19629),-22.19629,-68.870359
624,2148,100,S/E SANGRA,SISTEMA DE TRANSMISION DEL SUR S.A.,66/23,ZONAL,2019-07-31,S/I,SEN,OPERATIVA,670429.01773449,5415406.1346644,18 S,WGS84,10.0,101.0,10109.0,CEN,2014-12-04,2023-03-30,POINT (-72.96137311599995 -41.39483070399996),-41.39483070399996,-72.96137311599995
625,801,100,S/E SAN RAFAEL (CHILQUINTA),CHILQUINTA TRANSMISION S.A.,110/23/12,ZONAL,1970-01-01,S/I,SEN,OPERATIVA,349032.57337566,6367050.5978596,19 S,WGS84,5.0,53.0,5301.0,CEN,2014-12-04,2023-03-30,POINT (-70.6128 -32.824195),-32.824195,-70.6128
626,419,100,S/E VICUNA,CGE TRANSMISION S.A.,110/23,ZONAL,2003-01-01,S/I,SEN,OPERATIVA,334676.27110002,6674237.64578588,19 S,WGS84,4.0,41.0,4106.0,CEN,2014-12-04,2023-03-30,POINT (-70.714891 -30.051781),-30.051781,-70.714891
627,230,100,S/E CENTRAL QUILLECO,COLBUN S.A.,"220/13,8",DEDICADO,2007-01-01,S/I,SEN,OPERATIVA,238143.59134549,5863835.47219454,19 S,WGS84,8.0,83.0,8309.0,CEN,2014-12-04,2023-03-30,POINT (-71.955678 -37.335272),-37.335272,-71.955678
628,692,100,S/E LA PINTANA,SOCIEDAD TRANSMISORA METROPOLITANA II S.A.,"110-12,5/12",ZONAL,1986-01-01,S/I,SEN,OPERATIVA,350061.00003793,6279049.99972492,19 S,WGS84,13.0,132.0,13201.0,CEN,2014-12-04,2023-03-30,POINT (-70.61634597999995 -33.61779246999998),-33.61779246999998,-70.61634597999995
629,952,100,S/E PAJONALES,EUROPEAN SOUTHERN OBSERVATORY,110/23,DEDICADO,1983-01-01,S/I,SEN,OPERATIVA,313266.96242422,6778092.77575951,19 S,WGS84,3.0,33.0,3301.0,CEN,2014-12-04,2023-03-30,POINT (-70.91905904499998 -29.11191931199994),-29.11191931199994,-70.91905904499998
630,1989,100,S/E ZALDIVAR,COMPANIA MINERA ZALDIVAR SPA,220/69/23,DEDICADO,1994-12-18,S/I,SEN,OPERATIVA,493332.65856029,7327443.67555879,19 S,WGS84,2.0,21.0,2101.0,CEN,2014-12-04,2023-03-30,POINT (-69.065636 -24.165544),-24.165544,-69.065636
631,2253,100,S/E LASANA,GPG SOLAR CHILE 2017 SPA,220/33,S/I,2021-02-18,S/I,SEN,OPERATIVA,523908.99977861,7506224.98916523,19 S,WGS84,2.0,22.0,2201.0,CEN,2014-12-04,2023-03-30,POINT (-68.76746278699994 -22.550452633999953),-22.550452633999956,-68.76746278699994
632,1772,100,S/E DALCAHUE,Propietario: SISTEMA DE TRANSMISION DEL SUR S.A.,110/23,ZONAL,2015-12-20,S/I,SEN,OPERATIVA,605557.33463328,5309505.90261375,18 S,WGS84,10.0,102.0,10205.0,CEN,2014-12-04,2023-03-30,POINT (-73.718193 -42.359555),-42.359555,-73.718193
633,2217,100,S/E CHOLGUAN (TRANSELEC),TRANSELEC S.A.,66,DEDICADO,1970-01-01,S/I,SEN,OPERATIVA,759865.46257297,5882797.33355112,18 S,WGS84,16.0,161.0,16109.0,CEN,2014-12-04,2023-03-30,POINT (-72.073383 -37.165132),-37.165132,-72.073383
